Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0008912	ACEP_ACEP_00005613-RA	LHUM_LH20678-RA
OG0008913	ACEP_ACEP_00005614-RA	LHUM_LH20679-RA
OG0008914	ACEP_ACEP_00005606-RA	LHUM_LH20673-RA
OG0008915	ACEP_ACEP_00005597-RA	LHUM_LH20667-RA
OG0008916	ACEP_ACEP_00005596-RA	LHUM_LH11447-RA
OG0008917	ACEP_ACEP_00005580-RA	LHUM_LH14182-RA
OG0008918	ACEP_ACEP_00005578-RA	LHUM_LH14174-RA
OG0008919	ACEP_ACEP_00005572-RA	LHUM_LH13748-RA
OG0008920	ACEP_ACEP_00005570-RA	LHUM_LH13747-RA
OG0008921	ACEP_ACEP_00005569-RA	LHUM_LH13750-RA
OG0008922	ACEP_ACEP_00005573-RA	LHUM_LH13752-RA
OG0008923	ACEP_ACEP_00005571-RA	LHUM_LH13753-RA
OG0008924	ACEP_ACEP_00017427-RA	LHUM_LH13754-RA
OG0008925	ACEP_ACEP_00005574-RA	LHUM_LH14173-RA
OG0008926	ACEP_ACEP_00005560-RA	LHUM_LH13764-RA
OG0008927	ACEP_ACEP_00005558-RA	LHUM_LH13762-RA
OG0008928	ACEP_ACEP_00005556-RA	LHUM_LH13761-RA
OG0008929	ACEP_ACEP_00005553-RA	LHUM_LH13766-RA
OG0008930	ACEP_ACEP_00005555-RA	LHUM_LH13767-RA
OG0008931	ACEP_ACEP_00005541-RA	LHUM_LH13770-RA
OG0008932	ACEP_ACEP_00005544-RA	LHUM_LH13769-RA
OG0008933	ACEP_ACEP_00005543-RA	LHUM_LH13775-RA
OG0008934	ACEP_ACEP_00005540-RA	LHUM_LH13773-RA
OG0008935	ACEP_ACEP_00005547-RA	LHUM_LH13771-RA
OG0008936	ACEP_ACEP_00005548-RA	LHUM_LH13768-RA
OG0008937	ACEP_ACEP_00005536-RA	LHUM_LH13779-RA
OG0008938	ACEP_ACEP_00005533-RA	LHUM_LH13781-RA
OG0008939	ACEP_ACEP_00005539-RA	LHUM_LH13772-RA
OG0008940	ACEP_ACEP_00005538-RA	LHUM_LH13776-RA
OG0008941	ACEP_ACEP_00005530-RA	LHUM_LH13783-RA
OG0008942	ACEP_ACEP_00005529-RA	LHUM_LH13784-RA
OG0008943	ACEP_ACEP_00005531-RA	LHUM_LH13785-RA
OG0008944	ACEP_ACEP_00005528-RA	LHUM_LH13786-RA
OG0008945	ACEP_ACEP_00005521-RA	LHUM_LH13795-RA
OG0008946	ACEP_ACEP_00005522-RA	LHUM_LH13791-RA
OG0008947	ACEP_ACEP_00005519-RA	LHUM_LH13797-RA
OG0008948	ACEP_ACEP_00005516-RA	LHUM_LH13790-RA
OG0008949	ACEP_ACEP_00005517-RA	LHUM_LH13796-RA
OG0008950	ACEP_ACEP_00005518-RA	LHUM_LH13794-RA
OG0008951	ACEP_ACEP_00005511-RA	LHUM_LH13802-RA
OG0008952	ACEP_ACEP_00005513-RA	LHUM_LH13800-RA
OG0008953	ACEP_ACEP_00005508-RA	LHUM_LH13803-RA
OG0008954	ACEP_ACEP_00005505-RA	LHUM_LH13804-RA
OG0008955	ACEP_ACEP_00005504-RA	LHUM_LH13801-RA
OG0008956	ACEP_ACEP_00017445-RA	LHUM_LH25470-RA
OG0008957	ACEP_ACEP_00005491-RA	LHUM_LH25471-RA
OG0008958	ACEP_ACEP_00005489-RA	LHUM_LH19953-RA
OG0008959	ACEP_ACEP_00005493-RA	LHUM_LH13810-RA
OG0008960	ACEP_ACEP_00005481-RA	LHUM_LH19168-RA
OG0008961	ACEP_ACEP_00005483-RA	LHUM_LH19171-RA
OG0008962	ACEP_ACEP_00005484-RA	LHUM_LH19166-RA
OG0008963	ACEP_ACEP_00005470-RA	LHUM_LH19270-RA
OG0008964	ACEP_ACEP_00005469-RA	LHUM_LH19278-RA
OG0008965	ACEP_ACEP_00005466-RA	LHUM_LH19268-RA
OG0008966	ACEP_ACEP_00005472-RA	LHUM_LH19175-RA
OG0008967	ACEP_ACEP_00005451-RA	LHUM_LH19235-RA
OG0008968	ACEP_ACEP_00005456-RA	LHUM_LH11471-RA
OG0008969	ACEP_ACEP_00005453-RA	LHUM_LH11472-RA
OG0008970	ACEP_ACEP_00005458-RA	LHUM_LH11476-RA
OG0008971	ACEP_ACEP_00005448-RA	LHUM_lhum_HIP1_like-RA
OG0008972	ACEP_ACEP_00005454-RA	LHUM_LH11479-RA
OG0008973	ACEP_ACEP_00005450-RA	LHUM_LH19228-RA
OG0008974	ACEP_ACEP_00005455-RA	LHUM_LH11481-RA
OG0008975	ACEP_ACEP_00005457-RA	LHUM_LH11482-RA
OG0008976	ACEP_ACEP_00005462-RA	LHUM_LH11484-RA
OG0008977	ACEP_ACEP_00005441-RA	LHUM_LH13823-RA
OG0008978	ACEP_ACEP_00005433-RA	LHUM_LH13837-RA
OG0008979	ACEP_ACEP_00005445-RA	LHUM_LH13828-RA
OG0008980	ACEP_ACEP_00017449-RA	LHUM_LH13835-RA
OG0008981	ACEP_ACEP_00005437-RA	LHUM_LH13840-RA
OG0008982	ACEP_ACEP_00005436-RA	LHUM_LH13846-RA
OG0008983	ACEP_ACEP_00005444-RA	LHUM_LH13831-RA
OG0008984	ACEP_ACEP_00005435-RA	LHUM_LH13836-RA
OG0008985	ACEP_ACEP_00005434-RA	LHUM_LH13838-RA
OG0008986	ACEP_ACEP_00005439-RA	LHUM_LH13841-RA
OG0008987	ACEP_ACEP_00005438-RA	LHUM_LH13850-RA
OG0008988	ACEP_ACEP_00005440-RA	LHUM_LH13833-RA
OG0008989	ACEP_ACEP_00005446-RA	LHUM_LH19224-RA
OG0008990	ACEP_ACEP_00005429-RA	LHUM_LH13839-RA
OG0008991	ACEP_ACEP_00005430-RA	LHUM_LH13849-RA
OG0008992	ACEP_ACEP_00005428-RA	LHUM_LH13845-RA
OG0008993	ACEP_ACEP_00005432-RA	LHUM_LH13848-RA
OG0008994	ACEP_ACEP_00005423-RA	LHUM_LH19147-RA
OG0008995	ACEP_ACEP_00005424-RA	LHUM_LH19144-RA
OG0008996	ACEP_ACEP_00005422-RA	LHUM_LH19142-RA
OG0008997	ACEP_ACEP_00005420-RA	LHUM_LH12937-RA
OG0008998	ACEP_ACEP_00005412-RA	LHUM_LH13857-RA
OG0008999	ACEP_ACEP_00005418-RA	LHUM_LH12939-RA
OG0009000	ACEP_ACEP_00005411-RA	LHUM_LH13864-RA
OG0009001	ACEP_ACEP_00005413-RA	LHUM_LH13853-RA
OG0009002	ACEP_ACEP_00005414-RA	LHUM_LH13866-RA
OG0009003	ACEP_ACEP_00005415-RA	LHUM_LH12938-RA
OG0009004	ACEP_ACEP_00005421-RA	LHUM_LH19143-RA
OG0009005	ACEP_ACEP_00005399-RA	LHUM_LH19008-RA
OG0009006	ACEP_ACEP_00005408-RA	LHUM_LH13862-RA
OG0009007	ACEP_ACEP_00005398-RA	LHUM_LH10139-RA
OG0009008	ACEP_ACEP_00005407-RA	LHUM_LH13854-RA
OG0009009	ACEP_ACEP_00005404-RA	LHUM_LH13847-RA
OG0009010	ACEP_ACEP_00005409-RA	LHUM_LH13865-RA
OG0009011	ACEP_ACEP_00005400-RA	LHUM_LH19005-RA
OG0009012	ACEP_ACEP_00005396-RA	LHUM_LH10142-RA
OG0009013	ACEP_ACEP_00005392-RA	LHUM_LH11435-RA
OG0009014	ACEP_ACEP_00005395-RA	LHUM_LH11432-RA
OG0009015	ACEP_ACEP_00005389-RA	LHUM_LH19259-RA
OG0009016	ACEP_ACEP_00005387-RA	LHUM_LH19260-RA
OG0009017	ACEP_ACEP_00005391-RA	LHUM_LH11438-RA
OG0009018	ACEP_ACEP_00005394-RA	LHUM_LH11439-RA
OG0009019	ACEP_ACEP_00005388-RA	LHUM_LH19255-RA
OG0009020	ACEP_ACEP_00005397-RA	LHUM_LH10140-RA
OG0009021	ACEP_ACEP_00005383-RA	LHUM_LH19261-RA
OG0009022	ACEP_ACEP_00005386-RA	LHUM_LH19256-RA
OG0009023	ACEP_ACEP_00005374-RA	LHUM_LH19251-RA
OG0009024	ACEP_ACEP_00005373-RA	LHUM_LH19246-RA
OG0009025	ACEP_ACEP_00005376-RA	LHUM_LH19244-RA
OG0009026	ACEP_ACEP_00005375-RA	LHUM_LH19243-RA
OG0009027	ACEP_ACEP_00005370-RA	LHUM_LH11841-RA
OG0009028	ACEP_ACEP_00005380-RA	LHUM_LH19248-RA
OG0009029	ACEP_ACEP_00005360-RA	LHUM_LH10611-RA
OG0009030	ACEP_ACEP_00005363-RA	LHUM_LH11469-RA
OG0009031	ACEP_ACEP_00005361-RA	LHUM_LH10614-RA
OG0009032	ACEP_ACEP_00005362-RA	LHUM_LH10616-RA
OG0009033	ACEP_ACEP_00005364-RA	LHUM_LH19191-RA
OG0009034	ACEP_ACEP_00005366-RA	LHUM_LH19198-RA
OG0009035	ACEP_ACEP_00005368-RA	LHUM_LH19945-RA
OG0009036	ACEP_ACEP_00005349-RA	LHUM_lhum_pasha-RA
OG0009037	ACEP_ACEP_00005357-RA	LHUM_LH19958-RA
OG0009038	ACEP_ACEP_00005353-RA	LHUM_LH11440-RA
OG0009039	ACEP_ACEP_00005350-RA	LHUM_LH11443-RA
OG0009040	ACEP_ACEP_00005352-RA	LHUM_LH11434-RA
OG0009041	ACEP_ACEP_00005355-RA	LHUM_LH11433-RA
OG0009042	ACEP_ACEP_00005358-RA	LHUM_LH11461-RA
OG0009043	ACEP_ACEP_00005359-RA	LHUM_LH10610-RA
OG0009044	ACEP_ACEP_00005346-RA	LHUM_LH11444-RA
OG0009045	ACEP_ACEP_00005336-RA	LHUM_LH11441-RA
OG0009046	ACEP_ACEP_00005337-RA	LHUM_LH11445-RA
OG0009047	ACEP_ACEP_00005338-RA	LHUM_LH11442-RA
OG0009048	ACEP_ACEP_00005345-RA	LHUM_lhum_CG16979-RA
OG0009049	ACEP_ACEP_00005318-RA	LHUM_LH14415-RA
OG0009050	ACEP_ACEP_00005320-RA	LHUM_LH11456-RA
OG0009051	ACEP_ACEP_00005319-RA	LHUM_LH14416-RA
OG0009052	ACEP_ACEP_00005317-RA	LHUM_LH19004-RA
OG0009053	ACEP_ACEP_00005321-RA	LHUM_LH11451-RA
OG0009054	ACEP_ACEP_00005314-RA	LHUM_LH19021-RA
OG0009055	ACEP_ACEP_00005316-RA	LHUM_LH19009-RA
OG0009056	ACEP_ACEP_00005323-RA	LHUM_LH11457-RA
OG0009057	ACEP_ACEP_00013436-RA	LHUM_LH21727-RA
OG0009058	ACEP_ACEP_00013433-RA	LHUM_LH21729-RA
OG0009059	ACEP_ACEP_00013434-RA	LHUM_LH21737-RA
OG0009060	ACEP_ACEP_00013437-RA	LHUM_LH21738-RA
OG0009061	ACEP_ACEP_00013427-RA	LHUM_LH21726-RA
OG0009062	ACEP_ACEP_00013421-RA	LHUM_LH18788-RA
OG0009063	ACEP_ACEP_00013426-RA	LHUM_LH18776-RA
OG0009064	ACEP_ACEP_00013418-RA	LHUM_LH18772-RA
OG0009065	ACEP_ACEP_00013424-RA	LHUM_LH21733-RA
OG0009066	ACEP_ACEP_00013417-RA	LHUM_LH18774-RA
OG0009067	ACEP_ACEP_00013416-RA	LHUM_LH18793-RA
OG0009068	ACEP_ACEP_00013408-RA	LHUM_LH18782-RA
OG0009069	ACEP_ACEP_00013410-RA	LHUM_LH18789-RA
OG0009070	ACEP_ACEP_00013409-RA	LHUM_LH18780-RA
OG0009071	ACEP_ACEP_00018104-RA	LHUM_LH18795-RA
OG0009072	ACEP_ACEP_00018105-RA	LHUM_LH25746-RA
OG0009073	ACEP_ACEP_00013400-RA	LHUM_LH18781-RA
OG0009074	ACEP_ACEP_00013367-RA	LHUM_LH12458-RA
OG0009075	ACEP_ACEP_00013366-RA	LHUM_LH12453-RA
OG0009076	ACEP_ACEP_00013365-RA	LHUM_LH12006-RA
OG0009077	ACEP_ACEP_00013364-RA	LHUM_LH12013-RA
OG0009078	ACEP_ACEP_00013354-RA	LHUM_LH11661-RA
OG0009079	ACEP_ACEP_00013353-RA	LHUM_LH11657-RA
OG0009080	ACEP_ACEP_00013361-RA	LHUM_LH25228-RA
OG0009081	ACEP_ACEP_00016507-RA	LHUM_LH14218-RA
OG0009082	ACEP_ACEP_00016393-RA	LHUM_LH21571-RA
OG0009083	ACEP_ACEP_00016704-RA	LHUM_LH16675-RA
OG0009084	ACEP_ACEP_00016615-RA	LHUM_LH24756-RA
OG0009085	ACEP_ACEP_00015334-RA	LHUM_LH15790-RA
OG0009086	ACEP_ACEP_00015331-RA	LHUM_LH15791-RA
OG0009087	ACEP_ACEP_00015330-RA	LHUM_LH16281-RA
OG0009088	ACEP_ACEP_00015327-RA	LHUM_LH16282-RA
OG0009089	ACEP_ACEP_00015325-RA	LHUM_LH16279-RA
OG0009090	ACEP_ACEP_00015323-RA	LHUM_LH16277-RA
OG0009091	ACEP_ACEP_00015322-RA	LHUM_LH16287-RA
OG0009092	ACEP_ACEP_00015320-RA	LHUM_LH16284-RA
OG0009093	ACEP_ACEP_00015319-RA	LHUM_LH16283-RA
OG0009094	ACEP_ACEP_00015314-RA	LHUM_LH16289-RA
OG0009095	ACEP_ACEP_00015316-RA	LHUM_LH16286-RA
OG0009096	ACEP_ACEP_00015311-RA	LHUM_LH16293-RA
OG0009097	ACEP_ACEP_00015308-RA	LHUM_LH12447-RA
OG0009098	ACEP_ACEP_00015306-RA	LHUM_LH12444-RA
OG0009099	ACEP_ACEP_00015304-RA	LHUM_LH12445-RA
OG0009100	ACEP_ACEP_00015307-RA	LHUM_LH12451-RA
OG0009101	ACEP_ACEP_00015310-RA	LHUM_LH12437-RA
OG0009102	ACEP_ACEP_00015296-RA	LHUM_LH16032-RA
OG0009103	ACEP_ACEP_00015301-RA	LHUM_LH19373-RA
OG0009104	ACEP_ACEP_00015298-RA	LHUM_LH16979-RA
OG0009105	ACEP_ACEP_00015300-RA	LHUM_LH19382-RA
OG0009106	ACEP_ACEP_00015297-RA	LHUM_LH16035-RA
OG0009107	ACEP_ACEP_00015295-RA	LHUM_LH16031-RA
OG0009108	ACEP_ACEP_00015293-RA	LHUM_LH16025-RA
OG0009109	ACEP_ACEP_00016096-RA	LHUM_Lhum_foxo-RA
OG0009110	ACEP_ACEP_00016093-RA	LHUM_LH24516-RA
OG0009111	ACEP_ACEP_00016092-RA	LHUM_LH24511-RA
OG0009112	ACEP_ACEP_00016094-RA	LHUM_LH24517-RA
OG0009113	ACEP_ACEP_00016084-RA	LHUM_LH24504-RA
OG0009114	ACEP_ACEP_00016083-RA	LHUM_LH24508-RA
OG0009115	ACEP_ACEP_00014381-RA	LHUM_LH23645-RA
OG0009116	ACEP_ACEP_00014374-RA	LHUM_LH15363-RA
OG0009117	ACEP_ACEP_00014375-RA	LHUM_LH23649-RA
OG0009118	ACEP_ACEP_00014368-RA	LHUM_LH15356-RA
OG0009119	ACEP_ACEP_00014369-RA	LHUM_LH15361-RA
OG0009120	ACEP_ACEP_00014367-RA	LHUM_LH15358-RA
OG0009121	ACEP_ACEP_00014365-RA	LHUM_LH15357-RA
OG0009122	ACEP_ACEP_00014363-RA	LHUM_LH15355-RA
OG0009123	ACEP_ACEP_00014359-RA	LHUM_LH15346-RA
OG0009124	ACEP_ACEP_00014357-RA	LHUM_LH15348-RA
OG0009125	ACEP_ACEP_00014349-RA	LHUM_LH15347-RA
OG0009126	ACEP_ACEP_00014350-RA	LHUM_LH15351-RA
OG0009127	ACEP_ACEP_00014345-RA	LHUM_LH15340-RA
OG0009128	ACEP_ACEP_00014344-RA	LHUM_LH15337-RA
OG0009129	ACEP_ACEP_00016298-RA	LHUM_LH21901-RA
OG0009130	ACEP_ACEP_00016297-RA	LHUM_LH21905-RA
OG0009131	ACEP_ACEP_00011412-RA	LHUM_LH17426-RA
OG0009132	ACEP_ACEP_00011411-RA	LHUM_LH17427-RA
OG0009133	ACEP_ACEP_00011400-RA	LHUM_LH17442-RA
OG0009134	ACEP_ACEP_00011401-RA	LHUM_LH17432-RA
OG0009135	ACEP_ACEP_00011404-RA	LHUM_LH17434-RA
OG0009136	ACEP_ACEP_00011402-RA	LHUM_LH17431-RA
OG0009137	ACEP_ACEP_00011395-RA	LHUM_LH17441-RA
OG0009138	ACEP_ACEP_00011394-RA	LHUM_LH17435-RA
OG0009139	ACEP_ACEP_00011388-RA	LHUM_LH18620-RA
OG0009140	ACEP_ACEP_00011397-RA	LHUM_LH17436-RA
OG0009141	ACEP_ACEP_00011391-RA	LHUM_LH17438-RA
OG0009142	ACEP_ACEP_00011382-RA	LHUM_LH16992-RA
OG0009143	ACEP_ACEP_00011393-RA	LHUM_LH17439-RA
OG0009144	ACEP_ACEP_00011390-RA	LHUM_LH17443-RA
OG0009145	ACEP_ACEP_00011389-RA	LHUM_LH18611-RA
OG0009146	ACEP_ACEP_00011396-RA	LHUM_LH17440-RA
OG0009147	ACEP_ACEP_00011386-RA	LHUM_LH18674-RA
OG0009148	ACEP_ACEP_00011387-RA	LHUM_LH18668-RA
OG0009149	ACEP_ACEP_00011392-RA	LHUM_LH17437-RA
OG0009150	ACEP_ACEP_00011376-RA	LHUM_LH18670-RA
OG0009151	ACEP_ACEP_00011369-RA	LHUM_LH13686-RA
OG0009152	ACEP_ACEP_00011370-RA	LHUM_LH13683-RA
OG0009153	ACEP_ACEP_00011366-RA	LHUM_LH13682-RA
OG0009154	ACEP_ACEP_00011371-RA	LHUM_LH13688-RA
OG0009155	ACEP_ACEP_00011372-RA	LHUM_LH10601-RA
OG0009156	ACEP_ACEP_00011361-RA	LHUM_LH13676-RA
OG0009157	ACEP_ACEP_00011364-RA	LHUM_LH13685-RA
OG0009158	ACEP_ACEP_00011358-RA	LHUM_LH13680-RA
OG0009159	ACEP_ACEP_00011356-RA	LHUM_LH13679-RA
OG0009160	ACEP_ACEP_00011345-RA	LHUM_LH13664-RA
OG0009161	ACEP_ACEP_00011341-RA	LHUM_LH13652-RA
OG0009162	ACEP_ACEP_00011339-RA	LHUM_LH13651-RA
OG0009163	ACEP_ACEP_00011340-RA	LHUM_LH13660-RA
OG0009164	ACEP_ACEP_00011344-RA	LHUM_LH13666-RA
OG0009165	ACEP_ACEP_00011342-RA	LHUM_LH13654-RA
OG0009166	ACEP_ACEP_00011332-RA	LHUM_LH13661-RA
OG0009167	ACEP_ACEP_00011328-RA	LHUM_LH13662-RA
OG0009168	ACEP_ACEP_00011329-RA	LHUM_LH13650-RA
OG0009169	ACEP_ACEP_00011333-RA	LHUM_LH13649-RA
OG0009170	ACEP_ACEP_00011330-RA	LHUM_LH13657-RA
OG0009171	ACEP_ACEP_00011327-RA	LHUM_LH13653-RA
OG0009172	ACEP_ACEP_00011337-RA	LHUM_LH13663-RA
OG0009173	ACEP_ACEP_00011338-RA	LHUM_LH13655-RA
OG0009174	ACEP_ACEP_00011336-RA	LHUM_LH13659-RA
OG0009175	ACEP_ACEP_00011320-RA	LHUM_LH13648-RA
OG0009176	ACEP_ACEP_00011321-RA	LHUM_LH13645-RA
OG0009177	ACEP_ACEP_00011322-RA	LHUM_LH13643-RA
OG0009178	ACEP_ACEP_00011323-RA	LHUM_LH13644-RA
OG0009179	ACEP_ACEP_00011315-RA	LHUM_LH13639-RA
OG0009180	ACEP_ACEP_00011318-RA	LHUM_LH13638-RA
OG0009181	ACEP_ACEP_00011314-RA	LHUM_LH13641-RA
OG0009182	ACEP_ACEP_00011316-RA	LHUM_LH13640-RA
OG0009183	ACEP_ACEP_00011313-RA	LHUM_LH13636-RA
OG0009184	ACEP_ACEP_00011319-RA	LHUM_LH13646-RA
OG0009185	ACEP_ACEP_00011311-RA	LHUM_LH13632-RA
OG0009186	ACEP_ACEP_00011307-RA	LHUM_LH13635-RA
OG0009187	ACEP_ACEP_00011300-RA	LHUM_LH13626-RA
OG0009188	ACEP_ACEP_00011302-RA	LHUM_LH13630-RA
OG0009189	ACEP_ACEP_00011303-RA	LHUM_LH13629-RA
OG0009190	ACEP_ACEP_00011309-RA	LHUM_LH13634-RA
OG0009191	ACEP_ACEP_00011295-RA	LHUM_LH13624-RA
OG0009192	ACEP_ACEP_00011297-RA	LHUM_LH13631-RA
OG0009193	ACEP_ACEP_00011288-RA	LHUM_LH13619-RA
OG0009194	ACEP_ACEP_00011290-RA	LHUM_LH13623-RA
OG0009195	ACEP_ACEP_00011287-RA	LHUM_LH13617-RA
OG0009196	ACEP_ACEP_00011291-RA	LHUM_LH13622-RA
OG0009197	ACEP_ACEP_00011289-RA	LHUM_LH13616-RA
OG0009198	ACEP_ACEP_00011294-RA	LHUM_LH13620-RA
OG0009199	ACEP_ACEP_00011286-RA	LHUM_LH13618-RA
OG0009200	ACEP_ACEP_00011284-RA	LHUM_LH13612-RA
OG0009201	ACEP_ACEP_00011280-RA	LHUM_LH13606-RA
OG0009202	ACEP_ACEP_00011276-RA	LHUM_LH13611-RA
OG0009203	ACEP_ACEP_00011278-RA	LHUM_LH13608-RA
OG0009204	ACEP_ACEP_00011274-RA	LHUM_LH13603-RA
OG0009205	ACEP_ACEP_00011270-RA	LHUM_LH13600-RA
OG0009206	ACEP_ACEP_00011273-RA	LHUM_LH13599-RA
OG0009207	ACEP_ACEP_00011271-RA	LHUM_LH13598-RA
OG0009208	ACEP_ACEP_00011268-RA	LHUM_LH13597-RA
OG0009209	ACEP_ACEP_00011266-RA	LHUM_LH13594-RA
OG0009210	ACEP_ACEP_00011267-RA	LHUM_LH13595-RA
OG0009211	ACEP_ACEP_00011261-RA	LHUM_LH13583-RA
OG0009212	ACEP_ACEP_00011262-RA	LHUM_LH13588-RA
OG0009213	ACEP_ACEP_00011263-RA	LHUM_LH13587-RA
OG0009214	ACEP_ACEP_00011264-RA	LHUM_LH13586-RA
OG0009215	ACEP_ACEP_00011260-RA	LHUM_LH13584-RA
OG0009216	ACEP_ACEP_00011254-RA	LHUM_LH13576-RA
OG0009217	ACEP_ACEP_00011255-RA	LHUM_LH13577-RA
OG0009218	ACEP_ACEP_00011251-RA	LHUM_LH13572-RA
OG0009219	ACEP_ACEP_00011252-RA	LHUM_LH13573-RA
OG0009220	ACEP_ACEP_00011246-RA	LHUM_LH12272-RA
OG0009221	ACEP_ACEP_00017828-RA	LHUM_LH13569-RA
OG0009222	ACEP_ACEP_00011249-RA	LHUM_LH13567-RA
OG0009223	ACEP_ACEP_00011248-RA	LHUM_LH13571-RA
OG0009224	ACEP_ACEP_00011250-RA	LHUM_LH13565-RA
OG0009225	ACEP_ACEP_00011243-RA	LHUM_LH16983-RA
OG0009226	ACEP_ACEP_00011244-RA	LHUM_LH12277-RA
OG0009227	ACEP_ACEP_00011238-RA	LHUM_LH16773-RA
OG0009228	ACEP_ACEP_00011237-RA	LHUM_LH12276-RA
OG0009229	ACEP_ACEP_00016622-RA	LHUM_LH11393-RA
OG0009230	ACEP_ACEP_00016623-RA	LHUM_LH11386-RA
OG0009231	ACEP_ACEP_00016453-RA	LHUM_LH20946-RA
OG0009232	ACEP_ACEP_00016900-RA	LHUM_LH24779-RA
OG0009233	ACEP_ACEP_00018224-RA	LHUM_LH10470-RA
OG0009234	ACEP_ACEP_00007002-RA	LHUM_LH20940-RA
OG0009235	ACEP_ACEP_00007001-RA	LHUM_LH20938-RA
OG0009236	ACEP_ACEP_00006996-RA	LHUM_LH20927-RA
OG0009237	ACEP_ACEP_00006993-RA	LHUM_LH20928-RA
OG0009238	ACEP_ACEP_00006991-RA	LHUM_LH20930-RA
OG0009239	ACEP_ACEP_00006995-RA	LHUM_LH20929-RA
OG0009240	ACEP_ACEP_00006994-RA	LHUM_LH20934-RA
OG0009241	ACEP_ACEP_00006997-RA	LHUM_LH20936-RA
OG0009242	ACEP_ACEP_00006989-RA	LHUM_LH20931-RA
OG0009243	ACEP_ACEP_00006988-RA	LHUM_LH20922-RA
OG0009244	ACEP_ACEP_00006987-RA	LHUM_LH20915-RA
OG0009245	ACEP_ACEP_00006986-RA	LHUM_LH14773-RA
OG0009246	ACEP_ACEP_00006978-RA	LHUM_LH14778-RA
OG0009247	ACEP_ACEP_00006979-RA	LHUM_LH14779-RA
OG0009248	ACEP_ACEP_00006980-RA	LHUM_LH14776-RA
OG0009249	ACEP_ACEP_00006982-RA	LHUM_LH14774-RA
OG0009250	ACEP_ACEP_00006976-RA	LHUM_LH14770-RA
OG0009251	ACEP_ACEP_00006970-RA	LHUM_LH14768-RA
OG0009252	ACEP_ACEP_00006972-RA	LHUM_LH14767-RA
OG0009253	ACEP_ACEP_00006957-RA	LHUM_LH14758-RA
OG0009254	ACEP_ACEP_00006962-RA	LHUM_LH14760-RA
OG0009255	ACEP_ACEP_00006960-RA	LHUM_LH14754-RA
OG0009256	ACEP_ACEP_00006958-RA	LHUM_LH14759-RA
OG0009257	ACEP_ACEP_00006959-RA	LHUM_LH14755-RA
OG0009258	ACEP_ACEP_00006952-RA	LHUM_LH14751-RA
OG0009259	ACEP_ACEP_00017398-RA	LHUM_LH14753-RA
OG0009260	ACEP_ACEP_00006949-RA	LHUM_LH21979-RA
OG0009261	ACEP_ACEP_00006953-RA	LHUM_LH14749-RA
OG0009262	ACEP_ACEP_00006950-RA	LHUM_LH14747-RA
OG0009263	ACEP_ACEP_00006954-RA	LHUM_LH14750-RA
OG0009264	ACEP_ACEP_00006939-RA	LHUM_LH21978-RA
OG0009265	ACEP_ACEP_00006940-RA	LHUM_LH21968-RA
OG0009266	ACEP_ACEP_00006935-RA	LHUM_LH21977-RA
OG0009267	ACEP_ACEP_00006938-RA	LHUM_LH21970-RA
OG0009268	ACEP_ACEP_00006931-RA	LHUM_LH21971-RA
OG0009269	ACEP_ACEP_00006924-RA	LHUM_LH11270-RA
OG0009270	ACEP_ACEP_00006928-RA	LHUM_LH11260-RA
OG0009271	ACEP_ACEP_00006925-RA	LHUM_LH11264-RA
OG0009272	ACEP_ACEP_00006919-RA	LHUM_LH11259-RA
OG0009273	ACEP_ACEP_00006926-RA	LHUM_LH11263-RA
OG0009274	ACEP_ACEP_00006929-RA	LHUM_LH11267-RA
OG0009275	ACEP_ACEP_00006927-RA	LHUM_LH11271-RA
OG0009276	ACEP_ACEP_00006914-RA	LHUM_LH11254-RA
OG0009277	ACEP_ACEP_00006917-RA	LHUM_LH11255-RA
OG0009278	ACEP_ACEP_00006907-RA	LHUM_Lhum_wingless-RA
OG0009279	ACEP_ACEP_00006909-RA	LHUM_LH11252-RA
OG0009280	ACEP_ACEP_00006911-RA	LHUM_LH11253-RA
OG0009281	ACEP_ACEP_00006904-RA	LHUM_LH11246-RA
OG0009282	ACEP_ACEP_00006896-RA	LHUM_LH11245-RA
OG0009283	ACEP_ACEP_00006894-RA	LHUM_LH19879-RA
OG0009284	ACEP_ACEP_00006897-RA	LHUM_LH11244-RA
OG0009285	ACEP_ACEP_00006895-RA	LHUM_LH19878-RA
OG0009286	ACEP_ACEP_00006893-RA	LHUM_LH19880-RA
OG0009287	ACEP_ACEP_00006891-RA	LHUM_LH19876-RA
OG0009288	ACEP_ACEP_00006892-RA	LHUM_LH19877-RA
OG0009289	ACEP_ACEP_00006882-RA	LHUM_LH19858-RA
OG0009290	ACEP_ACEP_00006884-RA	LHUM_LH19867-RA
OG0009291	ACEP_ACEP_00006870-RA	LHUM_LH19860-RA
OG0009292	ACEP_ACEP_00006876-RA	LHUM_LH19864-RA
OG0009293	ACEP_ACEP_00006873-RA	LHUM_LH19862-RA
OG0009294	ACEP_ACEP_00006877-RA	LHUM_LH19871-RA
OG0009295	ACEP_ACEP_00006869-RA	LHUM_LH19868-RA
OG0009296	ACEP_ACEP_00006868-RA	LHUM_LH19854-RA
OG0009297	ACEP_ACEP_00006874-RA	LHUM_LH19866-RA
