Orthogroup	lhum_annotation	pbar_annotation
OG0008439	LHUM_18728-RA	PBAR_17149-RA
OG0008440	LHUM_18770-RA	PBAR_17168-RA
OG0008441	LHUM_18742-RA	PBAR_17169-RA
OG0008442	LHUM_23042-RA	PBAR_17161-RA
OG0008443	LHUM_18746-RA	PBAR_17167-RA
OG0008444	LHUM_18766-RA	PBAR_11353-RA
OG0008445	LHUM_25447-RA	PBAR_22389-RA
OG0008446	LHUM_13284-RA	augustus-pbar_scf7180000350332-abinit-gene-3.209-mRNA-1
OG0008447	LHUM_19505-RA	augustus_masked-pbar_scf7180000350332-abinit-gene-3.105-mRNA-1
OG0008449	LHUM_20579-RA	PBAR_10936-RA
OG0008450	LHUM_16163-RA	PBAR_10045-RA
OG0008451	LHUM_16157-RA	PBAR_10937-RA
OG0008452	LHUM_20384-RA	PBAR_18286-RA
OG0008453	LHUM_19506-RA	PBAR_22403-RA
OG0008454	LHUM_19515-RA	augustus-pbar_scf7180000350332-abinit-gene-3.205-mRNA-1
OG0008455	LHUM_19482-RA	genemark-pbar_scf7180000350332-abinit-gene-3.222-mRNA-1
OG0008456	LHUM_20587-RA	PBAR_26698-RA
OG0008457	LHUM_20507-RA	PBAR_ar_blue_opsin-1
OG0008458	LHUM_20516-RA	PBAR_ar_zuc-1
OG0008459	LHUM_20512-RA	PBAR_16165-RA
OG0008460	LHUM_20514-RA	PBAR_16155-RA
OG0008461	LHUM_um_rhomboid-like-RA	CG_02544636
OG0008462	LHUM_20513-RA	PBAR_16163-RA
OG0008463	LHUM_20509-RA	PBAR_16162-RA
OG0008464	LHUM_20510-RA	CG_02546581
OG0008465	LHUM_11285-RA	PBAR_16154-RA
OG0008466	LHUM_11286-RA	PBAR_16153-RA
OG0008467	LHUM_24689-RA	PBAR_16149-RA
OG0008468	LHUM_24688-RA	PBAR_16148-RA
OG0008469	LHUM_24690-RA	PBAR_16150-RA
OG0008470	LHUM_24674-RA	PBAR_16144-RA
OG0008471	LHUM_24682-RA	PBAR_16143-RA
OG0008472	LHUM_22115-RA	PBAR_14101-RA
OG0008473	LHUM_22114-RA	PBAR_14099-RA
OG0008474	LHUM_22107-RA	PBAR_14092-RA
OG0008475	LHUM_22108-RA	PBAR_14093-RA
OG0008476	LHUM_22104-RA	PBAR_14091-RA
OG0008477	LHUM_22101-RA	PBAR_14090-RA
OG0008478	LHUM_22100-RA	PBAR_14087-RA
OG0008479	LHUM_22102-RA	PBAR_14089-RA
OG0008480	LHUM_22099-RA	PBAR_ar_bazooka-1
OG0008481	LHUM_22096-RA	PBAR_14080-RA
OG0008482	LHUM_22097-RA	PBAR_14079-RA
OG0008483	LHUM_22089-RA	PBAR_14083-RA
OG0008484	LHUM_50000-RA	PBAR_ar_distal-less-RA
OG0008485	LHUM_22085-RA	PBAR_14069-RA
OG0008486	LHUM_22083-RA	PBAR_14066-RA
OG0008487	LHUM_22088-RA	PBAR_14075-RA
OG0008488	LHUM_22086-RA	PBAR_14074-RA
OG0008489	LHUM_22093-RA	PBAR_14077-RA
OG0008490	LHUM_22090-RA	PBAR_14076-RA
OG0008491	LHUM_22084-RA	PBAR_14067-RA
OG0008492	LHUM_22082-RA	PBAR_14065-RA
OG0008493	LHUM_22080-RA	PBAR_14063-RA
OG0008494	LHUM_22081-RA	PBAR_14064-RA
OG0008495	LHUM_22074-RA	PBAR_14058-RA
OG0008496	LHUM_22072-RA	PBAR_14055-RA
OG0008497	LHUM_22071-RA	PBAR_14053-RA
OG0008498	LHUM_22075-RA	PBAR_14060-RA
OG0008499	LHUM_22064-RA	PBAR_14048-RA
OG0008500	LHUM_22061-RA	PBAR_14043-RA
OG0008501	LHUM_22063-RA	PBAR_14050-RA
OG0008502	LHUM_22066-RA	PBAR_14044-RA
OG0008503	LHUM_22054-RA	PBAR_13194-RA
OG0008504	LHUM_22052-RA	PBAR_13197-RA
OG0008505	LHUM_22060-RA	PBAR_13191-RA
OG0008506	LHUM_22053-RA	PBAR_13195-RA
OG0008507	LHUM_22035-RA	PBAR_13216-RA
OG0008508	LHUM_22038-RA	PBAR_13201-RA
OG0008509	LHUM_22049-RA	PBAR_13200-RA
OG0008510	LHUM_22050-RA	PBAR_13207-RA
OG0008511	LHUM_21696-RA	PBAR_13204-RA
OG0008512	LHUM_21695-RA	PBAR_13211-RA
OG0008513	LHUM_22040-RA	PBAR_13218-RA
OG0008514	LHUM_21699-RA	PBAR_13205-RA
OG0008515	LHUM_21700-RA	PBAR_13213-RA
OG0008516	LHUM_21702-RA	PBAR_13217-RA
OG0008517	LHUM_22045-RA	CG_02549890
OG0008518	LHUM_22034-RA	PBAR_13214-RA
OG0008519	LHUM_22048-RA	PBAR_13209-RA
OG0008520	LHUM_22039-RA	PBAR_13215-RA
OG0008521	LHUM_21709-RA	PBAR_10729-RA
OG0008522	LHUM_11865-RA	PBAR_11097-RA
OG0008523	LHUM_11305-RA	PBAR_11102-RA
OG0008524	LHUM_11304-RA	PBAR_11100-RA
OG0008525	LHUM_21716-RA	PBAR_11098-RA
OG0008526	LHUM_21715-RA	PBAR_11099-RA
OG0008527	LHUM_11306-RA	PBAR_11101-RA
OG0008528	LHUM_11311-RA	PBAR_11110-RA
OG0008529	LHUM_11314-RA	PBAR_11112-RA
OG0008530	LHUM_11313-RA	PBAR_11111-RA
OG0008531	LHUM_21360-RA	PBAR_19916-RA
OG0008532	LHUM_21357-RA	PBAR_15030-RA
OG0008533	LHUM_21358-RA	PBAR_10191-RA
OG0008534	LHUM_21356-RA	PBAR_10193-RA
OG0008535	LHUM_21359-RA	PBAR_10192-RA
OG0008536	LHUM_21355-RA	PBAR_15031-RA
OG0008537	LHUM_um_cytochrome-P450-like-RA	PBAR_ar_cytochrome-P450-like-1
OG0008538	LHUM_21352-RA	PBAR_15033-RA
OG0008539	LHUM_21347-RA	PBAR_15034-RA
OG0008540	LHUM_21345-RA	PBAR_15047-RA
OG0008541	LHUM_21344-RA	PBAR_15044-RA
OG0008542	LHUM_21343-RA	PBAR_15053-RA
OG0008543	LHUM_21341-RA	PBAR_15050-RA
OG0008544	LHUM_21339-RA	PBAR_10489-RA
OG0008545	LHUM_21336-RA	PBAR_10404-RA
OG0008546	LHUM_21331-RA	PBAR_10403-RA
OG0008547	LHUM_21328-RA	PBAR_10408-RA
OG0008548	LHUM_21342-RA	PBAR_ar_armadillo-half1-1
OG0008549	LHUM_21138-RA	PBAR_25864-RA
OG0008550	LHUM_18330-RA	PBAR_16586-RA
OG0008551	LHUM_21133-RA	PBAR_25880-RA
OG0008553	LHUM_18328-RA	PBAR_16588-RA
OG0008554	LHUM_21129-RA	PBAR_25882-RA
OG0008555	LHUM_18339-RA	PBAR_13567-RA
OG0008556	LHUM_21099-RA	PBAR_25869-RA
OG0008557	LHUM_21094-RA	PBAR_25865-RA
OG0008558	LHUM_21088-RA	PBAR_25858-RA
OG0008559	LHUM_21092-RA	PBAR_25863-RA
OG0008560	LHUM_21082-RA	PBAR_25849-RA
OG0008561	LHUM_21089-RA	PBAR_25859-RA
OG0008562	LHUM_21091-RA	PBAR_25862-RA
OG0008563	LHUM_21086-RA	PBAR_25845-RA
OG0008564	LHUM_21272-RA	PBAR_16587-RA
OG0008565	LHUM_21273-RA	PBAR_13576-RA
OG0008566	LHUM_21081-RA	PBAR_25843-RA
OG0008567	LHUM_21274-RA	PBAR_13574-RA
OG0008569	LHUM_21270-RA	PBAR_14397-RA
OG0008570	LHUM_21268-RA	PBAR_14398-RA
OG0008571	LHUM_21267-RA	PBAR_14396-RA
OG0008572	LHUM_21258-RA	PBAR_24062-RA
OG0008573	LHUM_21207-RA	PBAR_25833-RA
OG0008574	LHUM_21209-RA	PBAR_25834-RA
OG0008575	LHUM_21208-RA	PBAR_25848-RA
OG0008576	LHUM_21205-RA	PBAR_25839-RA
OG0008577	LHUM_21210-RA	PBAR_25835-RA
OG0008578	LHUM_21202-RA	PBAR_25850-RA
OG0008579	LHUM_21261-RA	PBAR_24058-RA
OG0008580	LHUM_21213-RA	PBAR_25828-RA
OG0008581	LHUM_21212-RA	PBAR_25826-RA
OG0008582	LHUM_21200-RA	PBAR_25838-RA
OG0008583	LHUM_21219-RA	PBAR_25831-RA
OG0008584	LHUM_21223-RA	PBAR_25824-RA
OG0008585	LHUM_21217-RA	PBAR_25822-RA
OG0008586	LHUM_21211-RA	PBAR_25825-RA
OG0008587	LHUM_21218-RA	PBAR_25830-RA
OG0008588	LHUM_21222-RA	PBAR_25823-RA
OG0008589	LHUM_21214-RA	PBAR_25829-RA
OG0008590	LHUM_21236-RA	PBAR_25814-RA
OG0008591	LHUM_21235-RA	PBAR_27166-RA
OG0008592	LHUM_21230-RA	PBAR_25817-RA
OG0008593	LHUM_21229-RA	PBAR_25815-RA
OG0008594	LHUM_21227-RA	PBAR_25816-RA
OG0008595	LHUM_21232-RA	PBAR_25813-RA
OG0008596	LHUM_21156-RA	PBAR_25801-RA
OG0008597	LHUM_21228-RA	PBAR_25806-RA
OG0008598	LHUM_21146-RA	PBAR_25807-RA
OG0008599	LHUM_21233-RA	PBAR_ar_p53-RD
OG0008600	LHUM_21224-RA	PBAR_25805-RA
OG0008601	LHUM_21231-RA	PBAR_25809-RA
OG0008602	LHUM_21173-RA	PBAR_25796-RA
OG0008603	LHUM_21157-RA	PBAR_25803-RA
OG0008604	LHUM_21174-RA	PBAR_25795-RA
OG0008605	LHUM_21177-RA	PBAR_25788-RA
OG0008606	LHUM_21167-RA	PBAR_25792-RA
OG0008607	LHUM_21175-RA	PBAR_25794-RA
OG0008608	LHUM_21170-RA	PBAR_25789-RA
OG0008609	LHUM_21166-RA	PBAR_27164-RA
OG0008610	LHUM_21176-RA	PBAR_25799-RA
OG0008611	LHUM_21181-RA	PBAR_25781-RA
OG0008612	LHUM_21178-RA	PBAR_25774-RA
OG0008613	LHUM_21168-RA	PBAR_25798-RA
OG0008614	LHUM_21179-RA	PBAR_25777-RA
OG0008615	LHUM_25922-RA	PBAR_25773-RA
OG0008616	LHUM_21172-RA	PBAR_27165-RA
OG0008617	LHUM_21184-RA	PBAR_25779-RA
OG0008618	LHUM_21165-RA	PBAR_25791-RA
OG0008619	LHUM_21180-RA	PBAR_25782-RA
OG0008620	LHUM_21171-RA	PBAR_25793-RA
OG0008621	LHUM_21186-RA	PBAR_25778-RA
OG0008622	LHUM_21169-RA	PBAR_25790-RA
OG0008623	LHUM_21185-RA	PBAR_25780-RA
OG0008624	LHUM_21187-RA	PBAR_ar_18208-RA
OG0008625	LHUM_21190-RA	PBAR_13051-RA
OG0008626	LHUM_21197-RA	PBAR_13055-RA
OG0008627	LHUM_21196-RA	PBAR_13056-RA
OG0008628	LHUM_21071-RA	PBAR_13065-RA
OG0008629	LHUM_21067-RA	PBAR_10234-RA
OG0008630	LHUM_21070-RA	PBAR_13072-RA
OG0008631	LHUM_21076-RA	PBAR_13070-RA
OG0008632	LHUM_21075-RA	PBAR_13068-RA
OG0008633	LHUM_21084-RA	PBAR_13054-RA
OG0008634	LHUM_21063-RA	PBAR_13064-RA
OG0008635	LHUM_18337-RA	PBAR_13067-RA
OG0008636	LHUM_21061-RA	PBAR_13074-RA
OG0008637	LHUM_21745-RA	PBAR_10142-RA
OG0008638	LHUM_23143-RA	PBAR_22550-RA
OG0008639	LHUM_18630-RA	PBAR_11439-RA
OG0008640	LHUM_23971-RA	PBAR_13335-RA
OG0008641	LHUM_23976-RA	PBAR_13341-RA
OG0008642	LHUM_16759-RA	PBAR_13345-RA
OG0008643	LHUM_16758-RA	PBAR_13344-RA
OG0008644	LHUM_11754-RA	PBAR_13343-RA
OG0008645	LHUM_16754-RA	PBAR_13347-RA
OG0008646	LHUM_16760-RA	PBAR_13349-RA
OG0008647	LHUM_20987-RA	PBAR_15011-RA
OG0008648	LHUM_10209-RA	PBAR_15004-RA
OG0008649	LHUM_23916-RA	PBAR_15002-RA
OG0008650	LHUM_10210-RA	PBAR_15007-RA
OG0008651	LHUM_20990-RA	PBAR_15005-RA
OG0008652	LHUM_23923-RA	PBAR_14997-RA
OG0008653	LHUM_23925-RA	PBAR_14998-RA
OG0008654	LHUM_23917-RA	PBAR_14996-RA
OG0008655	LHUM_23922-RA	PBAR_14986-RA
OG0008656	LHUM_23924-RA	PBAR_14987-RA
OG0008657	LHUM_23920-RA	PBAR_14991-RA
OG0008658	LHUM_23929-RA	PBAR_10598-RA
OG0008659	LHUM_23927-RA	PBAR_14985-RA
OG0008660	LHUM_23932-RA	PBAR_14983-RA
OG0008661	LHUM_23933-RA	PBAR_14971-RA
OG0008662	LHUM_23937-RA	PBAR_14972-RA
OG0008663	LHUM_23935-RA	PBAR_14968-RA
OG0008664	LHUM_23941-RA	PBAR_14966-RA
OG0008665	LHUM_23944-RA	PBAR_14965-RA
OG0008666	LHUM_23949-RA	PBAR_22749-RA
OG0008667	LHUM_23953-RA	PBAR_22741-RA
OG0008668	LHUM_23957-RA	PBAR_22745-RA
OG0008669	LHUM_23956-RA	PBAR_22742-RA
OG0008670	LHUM_23958-RA	PBAR_22739-RA
OG0008671	LHUM_23952-RA	PBAR_22738-RA
OG0008672	LHUM_23948-RA	PBAR_22746-RA
OG0008673	LHUM_23963-RA	PBAR_22736-RA
OG0008674	LHUM_23969-RA	PBAR_22733-RA
OG0008675	LHUM_23970-RA	PBAR_22732-RA
OG0008676	LHUM_23968-RA	PBAR_22734-RA
OG0008677	LHUM_13875-RA	PBAR_22728-RA
OG0008678	LHUM_13887-RA	PBAR_22724-RA
OG0008679	LHUM_13883-RA	PBAR_22725-RA
OG0008680	LHUM_13877-RA	PBAR_22722-RA
OG0008681	LHUM_13878-RA	PBAR_22723-RA
OG0008682	LHUM_14548-RA	PBAR_22679-RA
OG0008683	LHUM_14536-RA	PBAR_22686-RA
OG0008684	LHUM_13891-RA	PBAR_22708-RA
OG0008685	LHUM_14546-RA	PBAR_22680-RA
OG0008686	LHUM_14539-RA	PBAR_22685-RA
OG0008687	LHUM_13886-RA	PBAR_22717-RA
OG0008688	LHUM_14535-RA	PBAR_22683-RA
OG0008689	LHUM_13885-RA	PBAR_22719-RA
OG0008690	LHUM_13893-RA	PBAR_22707-RA
OG0008691	LHUM_14531-RA	PBAR_22684-RA
OG0008692	LHUM_14529-RA	PBAR_22681-RA
OG0008693	LHUM_14532-RA	PBAR_22677-RA
OG0008694	LHUM_13898-RA	PBAR_22704-RA
OG0008695	LHUM_12787-RA	PBAR_22693-RA
OG0008696	LHUM_13901-RA	PBAR_22691-RA
OG0008697	LHUM_14530-RA	PBAR_22698-RA
OG0008698	LHUM_14533-RA	PBAR_22690-RA
OG0008699	LHUM_14547-RA	PBAR_ar_CG5613-RA
OG0008700	LHUM_13894-RA	PBAR_22697-RA
OG0008701	LHUM_13904-RA	PBAR_22694-RA
OG0008702	LHUM_13896-RA	PBAR_22705-RA
OG0008703	LHUM_13900-RA	PBAR_22699-RA
OG0008704	LHUM_13880-RA	PBAR_22715-RA
OG0008705	LHUM_13892-RA	PBAR_22709-RA
OG0008706	LHUM_13881-RA	PBAR_22720-RA
OG0008707	LHUM_12755-RA	PBAR_22682-RA
OG0008708	LHUM_13895-RA	PBAR_22702-RA
OG0008709	LHUM_13882-RA	PBAR_22713-RA
OG0008710	LHUM_19343-RA	PBAR_22678-RA
OG0008711	LHUM_13899-RA	PBAR_22714-RA
OG0008712	LHUM_12776-RA	PBAR_22672-RA
OG0008713	LHUM_12774-RA	PBAR_22667-RA
OG0008714	LHUM_10902-RA	PBAR_22675-RA
OG0008715	LHUM_12775-RA	PBAR_22668-RA
OG0008716	LHUM_10887-RA	PBAR_22660-RA
OG0008717	LHUM_10901-RA	PBAR_22647-RA
OG0008718	LHUM_10896-RA	PBAR_22646-RA
OG0008719	LHUM_10886-RA	PBAR_22657-RA
OG0008720	LHUM_10891-RA	PBAR_22653-RA
OG0008721	LHUM_10885-RA	PBAR_22654-RA
OG0008722	LHUM_10884-RA	PBAR_22649-RA
OG0008723	LHUM_16570-RA	PBAR_20826-RA
OG0008724	LHUM_16568-RA	PBAR_20824-RA
OG0008725	LHUM_16573-RA	PBAR_20828-RA
OG0008726	LHUM_16574-RA	PBAR_20829-RA
OG0008727	LHUM_16564-RA	PBAR_20823-RA
OG0008728	LHUM_16309-RA	PBAR_20819-RA
OG0008729	LHUM_16301-RA	PBAR_20811-RA
OG0008730	LHUM_16308-RA	PBAR_20817-RA
OG0008731	LHUM_16302-RA	PBAR_20808-RA
OG0008732	LHUM_10868-RA	PBAR_20804-RA
OG0008733	LHUM_10866-RA	PBAR_20806-RA
OG0008734	LHUM_10864-RA	PBAR_20797-RA
OG0008735	LHUM_24583-RA	PBAR_20785-RA
OG0008736	LHUM_24582-RA	PBAR_20784-RA
OG0008737	LHUM_10870-RA	PBAR_20800-RA
OG0008738	LHUM_10867-RA	PBAR_20805-RA
OG0008739	LHUM_10871-RA	PBAR_20802-RA
OG0008740	LHUM_10720-RA	PBAR_20796-RA
OG0008741	LHUM_10717-RA	PBAR_20801-RA
OG0008742	LHUM_24574-RA	PBAR_20789-RA
OG0008743	LHUM_24581-RA	PBAR_20794-RA
OG0008744	LHUM_24568-RA	PBAR_20790-RA
OG0008745	LHUM_24097-RA	PBAR_22584-RA
OG0008746	LHUM_24065-RA	PBAR_22571-RA
OG0008747	LHUM_24575-RA	PBAR_20786-RA
OG0008748	LHUM_24066-RA	PBAR_22572-RA
OG0008749	LHUM_24067-RA	PBAR_22573-RA
OG0008750	LHUM_24068-RA	PBAR_20881-RA
OG0008751	LHUM_19335-RA	PBAR_20901-RA
OG0008752	LHUM_24061-RA	PBAR_20903-RA
OG0008753	LHUM_19339-RA	PBAR_20905-RA
OG0008755	LHUM_12761-RA	PBAR_20895-RA
OG0008756	LHUM_12762-RA	PBAR_20904-RA
OG0008757	LHUM_12760-RA	PBAR_ar_Dronc-1
OG0008758	LHUM_25768-RA	PBAR_26372-RA
OG0008759	LHUM_23771-RA	PBAR_13704-RA
OG0008760	LHUM_23781-RA	PBAR_13693-RA
OG0008761	LHUM_23772-RA	PBAR_13706-RA
OG0008762	LHUM_19986-RA	PBAR_13701-RA
OG0008763	LHUM_19988-RA	PBAR_13696-RA
OG0008764	LHUM_19992-RA	PBAR_13686-RA
OG0008765	LHUM_19991-RA	PBAR_13689-RA
OG0008766	LHUM_19987-RA	PBAR_13695-RA
OG0008767	LHUM_19985-RA	PBAR_13697-RA
OG0008768	LHUM_19989-RA	PBAR_13688-RA
OG0008769	LHUM_23782-RA	PBAR_13694-RA
OG0008770	LHUM_23774-RA	PBAR_13700-RA
OG0008771	LHUM_19984-RA	PBAR_13698-RA
OG0008772	LHUM_18967-RA	PBAR_13685-RA
OG0008773	LHUM_18970-RA	PBAR_13690-RA
OG0008774	LHUM_18973-RA	PBAR_13687-RA
OG0008775	LHUM_18966-RA	PBAR_13684-RA
OG0008776	LHUM_18964-RA	PBAR_13682-RA
OG0008777	LHUM_18963-RA	PBAR_13683-RA
OG0008778	LHUM_24542-RA	PBAR_13677-RA
OG0008779	LHUM_24541-RA	PBAR_13676-RA
OG0008780	LHUM_11500-RA	PBAR_13672-RA
OG0008781	LHUM_24544-RA	PBAR_13671-RA
OG0008782	LHUM_11503-RA	PBAR_13659-RA
OG0008783	LHUM_11504-RA	PBAR_13652-RA
OG0008784	LHUM_11494-RA	PBAR_13665-RA
OG0008785	LHUM_11493-RA	PBAR_13664-RA
OG0008786	LHUM_24540-RA	PBAR_13678-RA
OG0008787	LHUM_20408-RA	PBAR_11168-RA
OG0008788	LHUM_11495-RA	PBAR_13662-RA
OG0008789	LHUM_11502-RA	PBAR_13660-RA
OG0008790	LHUM_11499-RA	PBAR_13673-RA
OG0008791	LHUM_11501-RA	PBAR_13653-RA
OG0008792	LHUM_24543-RA	PBAR_19647-RA
OG0008793	LHUM_20960-RA	PBAR_13666-RA
OG0008794	LHUM_20949-RA	PBAR_13656-RA
OG0008795	LHUM_20948-RA	PBAR_13650-RA
OG0008796	LHUM_20958-RA	PBAR_13663-RA
OG0008797	LHUM_18142-RA	PBAR_25285-RA
OG0008798	LHUM_22911-RA	PBAR_19206-RA
OG0008799	LHUM_25067-RA	PBAR_21957-RA
OG0008800	LHUM_20921-RA	PBAR_21929-RA
OG0008801	LHUM_24029-RA	PBAR_25112-RA
OG0008802	LHUM_24026-RA	PBAR_25113-RA
OG0008803	LHUM_24025-RA	PBAR_25111-RA
OG0008804	LHUM_24027-RA	PBAR_25115-RA
OG0008805	LHUM_24031-RA	PBAR_25117-RA
OG0008806	LHUM_24033-RA	PBAR_25119-RA
OG0008807	LHUM_24030-RA	PBAR_25116-RA
OG0008808	LHUM_24035-RA	PBAR_ar_notum-1
OG0008809	LHUM_24037-RA	PBAR_25121-RA
OG0008810	LHUM_24034-RA	PBAR_25118-RA
OG0008811	LHUM_24038-RA	PBAR_25128-RA
OG0008812	LHUM_24040-RA	PBAR_25127-RA
OG0008813	LHUM_26074-RA	PBAR_27122-RA
OG0008815	LHUM_24042-RA	PBAR_25134-RA
OG0008816	LHUM_26073-RA	PBAR_25137-RA
OG0008817	LHUM_24054-RA	PBAR_25139-RA
OG0008818	LHUM_24050-RA	PBAR_25140-RA
OG0008819	LHUM_24043-RA	PBAR_25138-RA
OG0008820	LHUM_24048-RA	PBAR_25143-RA
OG0008821	LHUM_24047-RA	PBAR_18778-RA
OG0008822	LHUM_24052-RA	PBAR_25144-RA
OG0008823	LHUM_24057-RA	PBAR_18762-RA
OG0008824	LHUM_24051-RA	PBAR_25142-RA
OG0008825	LHUM_15838-RA	PBAR_ar_ATF6-1
OG0008826	LHUM_15831-RA	PBAR_18768-RA
OG0008827	LHUM_15833-RA	PBAR_18770-RA
OG0008828	LHUM_24056-RA	PBAR_18773-RA
OG0008829	LHUM_12650-RA	PBAR_18765-RA
OG0008830	LHUM_15836-RA	PBAR_18760-RA
OG0008831	LHUM_12651-RA	PBAR_18763-RA
OG0008832	LHUM_15827-RA	PBAR_18769-RA
OG0008833	LHUM_12640-RA	PBAR_18772-RA
OG0008834	LHUM_24059-RA	PBAR_18764-RA
OG0008835	LHUM_15830-RA	PBAR_18775-RA
OG0008836	LHUM_12643-RA	PBAR_18774-RA
OG0008837	LHUM_14859-RA	PBAR_18753-RA
OG0008838	LHUM_14861-RA	PBAR_18759-RA
OG0008839	LHUM_14858-RA	PBAR_18752-RA
OG0008840	LHUM_14856-RA	PBAR_13494-RA
OG0008841	LHUM_14855-RA	PBAR_13492-RA
OG0008842	LHUM_14846-RA	PBAR_10316-RA
OG0008843	LHUM_14852-RA	PBAR_15896-RA
OG0008844	LHUM_14853-RA	PBAR_13483-RA
OG0008845	LHUM_14847-RA	PBAR_15833-RA
OG0008846	LHUM_14849-RA	PBAR_15835-RA
OG0008847	LHUM_14850-RA	PBAR_15836-RA
OG0008848	LHUM_14843-RA	PBAR_ar_kay-RA
OG0008849	LHUM_14845-RA	PBAR_15832-RA
OG0008850	LHUM_14838-RA	PBAR_15825-RA
OG0008851	LHUM_14830-RA	PBAR_15822-RA
OG0008852	LHUM_14836-RA	PBAR_15824-RA
OG0008853	LHUM_14839-RA	PBAR_15827-RA
OG0008854	LHUM_14841-RA	PBAR_15828-RA
OG0008855	LHUM_14831-RA	PBAR_15823-RA
OG0008856	LHUM_14834-RA	PBAR_15826-RA
OG0008857	LHUM_14842-RA	PBAR_10239-RA
OG0008858	LHUM_14832-RA	PBAR_15817-RA
OG0008859	LHUM_14837-RA	PBAR_15818-RA
OG0008860	LHUM_12346-RA	PBAR_23204-RA
OG0008861	LHUM_16596-RA	PBAR_23207-RA
OG0008862	LHUM_16587-RA	PBAR_23202-RA
OG0008863	LHUM_16597-RA	PBAR_23210-RA
OG0008864	LHUM_16594-RA	PBAR_23206-RA
OG0008865	LHUM_16595-RA	PBAR_23208-RA
OG0008866	LHUM_16588-RA	PBAR_23203-RA
OG0008867	LHUM_16598-RA	PBAR_23211-RA
OG0008868	LHUM_12348-RA	PBAR_23205-RA
OG0008869	LHUM_12335-RA	PBAR_23209-RA
OG0008870	LHUM_16593-RA	PBAR_23201-RA
OG0008871	LHUM_12333-RA	PBAR_23220-RA
OG0008872	LHUM_12332-RA	PBAR_23221-RA
OG0008873	LHUM_12329-RA	PBAR_10463-RA
OG0008874	LHUM_12327-RA	PBAR_10461-RA
OG0008875	LHUM_12328-RA	PBAR_10460-RA
OG0008876	LHUM_12322-RA	PBAR_13452-RA
OG0008877	LHUM_12324-RA	PBAR_10466-RA
OG0008878	LHUM_12319-RA	PBAR_13456-RA
OG0008879	LHUM_12331-RA	PBAR_10704-RA
OG0008880	LHUM_12320-RA	PBAR_13450-RA
OG0008881	LHUM_12314-RA	PBAR_13460-RA
OG0008882	LHUM_16808-RA	PBAR_18002-RA
OG0008883	LHUM_16973-RA	PBAR_18003-RA
OG0008884	LHUM_16970-RA	PBAR_13462-RA
OG0008885	LHUM_10967-RA	PBAR_15001-RA
OG0008886	LHUM_16961-RA	PBAR_13478-RA
OG0008887	LHUM_16801-RA	PBAR_18011-RA
OG0008888	LHUM_16952-RA	PBAR_13470-RA
OG0008889	LHUM_16957-RA	PBAR_18009-RA
OG0008890	LHUM_16965-RA	PBAR_18015-RA
OG0008891	LHUM_16960-RA	PBAR_13475-RA
OG0008892	LHUM_16959-RA	PBAR_18013-RA
OG0008893	LHUM_10961-RA	PBAR_17977-RA
OG0008894	LHUM_um_Cht6-RA	PBAR_ar_Cht6-1
OG0008895	LHUM_10965-RA	PBAR_17978-RA
OG0008896	LHUM_24824-RA	PBAR_23053-RA
OG0008897	LHUM_24827-RA	PBAR_23057-RA
OG0008898	LHUM_24825-RA	PBAR_25718-RA
OG0008899	LHUM_19699-RA	PBAR_23226-RA
OG0008900	LHUM_24819-RA	PBAR_ar_Ndufa6_like-1
OG0008901	LHUM_19696-RA	PBAR_23225-RA
OG0008902	LHUM_24851-RA	PBAR_23079-RA
OG0008903	LHUM_24850-RA	PBAR_23078-RA
OG0008904	LHUM_24848-RA	PBAR_23228-RA
OG0008905	LHUM_17274-RA	PBAR_20982-RA
OG0008906	LHUM_17279-RA	PBAR_ar_Dop3-1
OG0008907	LHUM_20680-RA	PBAR_20676-RA
OG0008908	LHUM_20677-RA	PBAR_20675-RA
OG0008909	LHUM_20670-RA	PBAR_20683-RA
OG0008910	LHUM_20676-RA	PBAR_20674-RA
OG0008911	LHUM_20671-RA	PBAR_20679-RA
OG0008912	LHUM_20678-RA	PBAR_20670-RA
OG0008913	LHUM_20679-RA	PBAR_20678-RA
OG0008914	LHUM_20673-RA	PBAR_20682-RA
OG0008915	LHUM_20667-RA	PBAR_20684-RA
OG0008916	LHUM_11447-RA	PBAR_22068-RA
OG0008917	LHUM_14182-RA	PBAR_18780-RA
OG0008918	LHUM_14174-RA	PBAR_15068-RA
OG0008919	LHUM_13748-RA	PBAR_25583-RA
OG0008920	LHUM_13747-RA	PBAR_25576-RA
OG0008921	LHUM_13750-RA	PBAR_25586-RA
OG0008922	LHUM_13752-RA	PBAR_25588-RA
OG0008923	LHUM_13753-RA	PBAR_25589-RA
OG0008924	LHUM_13754-RA	PBAR_25595-RA
OG0008925	LHUM_14173-RA	PBAR_15067-RA
OG0008926	LHUM_13764-RA	PBAR_11951-RA
OG0008927	LHUM_13762-RA	PBAR_11950-RA
OG0008928	LHUM_13761-RA	PBAR_11949-RA
OG0008929	LHUM_13766-RA	PBAR_10899-RA
OG0008930	LHUM_13767-RA	PBAR_11941-RA
OG0008931	LHUM_13770-RA	PBAR_24832-RA
OG0008932	LHUM_13769-RA	PBAR_24833-RA
OG0008933	LHUM_13775-RA	PBAR_24830-RA
OG0008934	LHUM_13773-RA	PBAR_24828-RA
OG0008935	LHUM_13771-RA	PBAR_24837-RA
